,Level,Date,Population Staying at Home,Population Not Staying at Home,Number of Trips,Number of Trips <1,Number of Trips 1-3,Number of Trips 3-5,Number of Trips 5-10,Number of Trips 10-25,Number of Trips 25-50,Number of Trips 50-100,Number of Trips 100-250,Number of Trips 250-500,Number of Trips >=500,Week,Month
950,National,2021/08/08,"76,856,853","251,382,670","1,085,599,384","306,871,517","258,090,189","126,355,240","159,910,761","147,814,453","49,780,683","21,765,666","11,594,649","2,163,138","1,253,088",32,8
951,National,2021/08/09,"73,211,966","255,027,557","1,327,662,719","384,240,909","320,595,442","155,016,115","195,727,556","185,217,285","58,279,707","18,449,674","7,408,191","1,614,620","1,113,220",32,8
952,National,2021/08/10,"71,450,279","256,789,244","1,379,563,074","390,343,885","333,828,192","162,818,585","205,941,456","195,517,083","61,257,202","19,273,462","7,748,252","1,676,540","1,158,417",32,8
953,National,2021/08/11,"73,321,151","254,918,372","1,320,583,687","371,082,345","314,116,962","155,638,410","199,229,207","191,264,737","60,381,781","18,789,190","7,409,981","1,581,677","1,089,397",32,8
954,National,2021/08/12,"76,691,233","251,548,290","1,265,630,237","348,860,384","301,620,683","149,657,419","192,683,931","185,776,984","58,790,439","18,373,779","7,246,473","1,550,704","1,069,441",32,8
955,National,2021/08/13,"71,185,149","257,054,374","1,360,521,413","375,956,456","326,514,070","161,163,334","204,813,372","194,339,911","61,741,444","21,783,697","10,876,439","2,141,962","1,190,728",32,8
956,National,2021/08/14,"74,010,571","254,228,952","1,236,901,059","341,194,670","297,132,780","147,386,085","184,823,623","171,322,693","58,061,722","23,775,647","10,367,860","1,755,503","1,080,476",32,8
957,National,2021/08/15,"78,758,496","249,481,027","1,104,827,574","309,813,165","263,896,446","129,048,361","163,053,712","150,647,359","50,720,788","22,260,644","11,892,399","2,211,684","1,283,016",33,8
958,National,2021/08/16,"73,578,148","254,661,375","1,327,455,166","381,752,902","321,877,042","155,461,672","195,946,817","185,354,587","58,320,304","18,538,392","7,465,213","1,619,996","1,118,241",33,8
959,National,2021/08/17,"72,888,670","255,350,853","1,317,943,871","380,676,568","318,042,243","153,849,311","193,992,620","184,863,538","58,131,006","18,355,192","7,348,867","1,589,092","1,095,434",33,8
960,National,2021/08/18,"75,749,527","252,489,996","1,243,270,254","327,132,624","297,233,748","150,048,947","193,965,815","186,916,606","59,221,454","18,666,561","7,437,590","1,574,155","1,072,754",33,8
961,National,2021/08/19,"71,388,586","256,850,937","1,347,672,204","376,503,316","325,145,309","159,252,591","202,771,064","193,863,896","60,911,133","18,970,113","7,521,083","1,609,933","1,123,766",33,8
962,National,2021/08/20,"71,192,775","257,046,748","1,350,434,352","369,943,745","325,564,982","160,534,639","203,731,728","193,272,798","61,404,100","21,755,771","10,898,098","2,139,403","1,189,088",33,8
963,National,2021/08/21,"73,922,853","254,316,670","1,226,208,701","335,283,543","295,923,867","146,643,957","183,626,329","170,159,978","57,660,357","23,706,556","10,374,614","1,751,673","1,077,827",33,8
964,National,2021/08/22,"77,972,292","250,267,231","1,073,951,512","299,582,508","255,893,008","125,875,733","159,331,225","147,151,964","49,532,089","21,679,078","11,536,530","2,137,774","1,231,603",34,8
965,National,2021/08/23,"73,885,491","254,354,032","1,307,121,820","373,718,636","316,282,748","153,623,967","194,001,744","183,471,968","57,713,199","18,293,356","7,338,755","1,588,391","1,089,056",34,8
966,National,2021/08/24,"74,748,268","253,491,255","1,375,771,932","376,921,108","329,008,557","164,082,718","210,519,757","201,357,145","62,931,983","19,990,693","8,015,885","1,716,581","1,227,505",34,8
967,National,2021/08/25,"75,163,401","253,076,122","1,337,549,639","368,861,564","321,150,018","159,233,634","203,248,856","194,217,054","61,256,108","19,221,078","7,634,369","1,621,064","1,105,894",34,8
968,National,2021/08/26,"76,826,561","251,412,962","1,243,253,550","346,333,466","299,147,556","147,008,050","187,189,665","179,679,165","57,046,612","17,556,082","6,872,612","1,464,189","956,153",34,8
969,National,2021/08/27,"73,146,611","255,092,912","1,362,391,648","371,258,471","327,605,344","162,491,856","206,592,762","195,927,769","62,228,842","21,987,065","10,968,838","2,145,981","1,184,720",34,8
970,National,2021/08/28,"75,978,744","252,260,779","1,237,676,577","336,431,574","298,248,780","148,546,683","186,276,037","172,492,582","58,412,856","23,970,267","10,459,387","1,761,588","1,076,823",34,8
971,National,2021/08/29,"78,770,358","249,469,165","1,107,572,766","308,666,804","265,133,982","129,657,501","163,999,386","151,915,106","50,718,247","21,898,914","12,047,077","2,274,232","1,261,517",35,8
972,National,2021/08/30,"74,555,451","253,684,072","1,346,725,492","384,590,759","327,361,835","158,105,460","199,511,272","189,215,679","59,029,103","18,456,869","7,653,561","1,687,241","1,113,713",35,8
973,National,2021/08/31,"73,453,598","254,785,925","1,373,667,174","384,367,246","332,276,952","162,477,514","206,300,932","197,104,939","61,259,198","19,088,768","7,903,478","1,729,534","1,158,613",35,8
974,National,2021/09/01,"76,186,399","252,053,124","1,259,836,394","338,912,810","295,447,968","151,954,589","196,113,715","186,062,514","59,827,507","20,498,994","8,488,722","1,571,161","958,414",35,9
975,National,2021/09/02,"76,965,247","251,274,276","1,201,077,691","324,624,160","282,646,095","144,542,533","184,937,789","176,260,219","57,319,692","19,924,721","8,296,090","1,552,616","973,776",35,9
976,National,2021/09/03,"74,650,160","253,589,363","1,232,752,919","329,044,179","294,374,514","147,204,849","188,624,753","181,779,368","59,193,895","20,766,136","8,959,933","1,724,198","1,081,094",35,9
977,National,2021/09/04,"71,386,022","256,853,501","1,409,977,799","392,721,119","357,464,575","167,023,885","205,081,685","188,950,569","61,196,006","23,339,566","10,808,304","2,095,833","1,296,257",35,9
978,National,2021/09/05,"74,018,963","254,220,560","1,387,468,157","404,132,519","345,947,942","161,549,545","198,539,284","183,064,168","59,232,128","21,858,423","9,877,487","2,016,027","1,250,634",36,9
979,National,2021/09/06,"78,443,924","249,795,599","1,224,062,045","342,696,129","294,659,181","146,298,481","184,585,731","171,223,631","54,638,300","19,010,812","8,176,215","1,669,946","1,103,619",36,9
980,National,2021/09/07,"72,874,884","255,364,639","1,313,387,979","372,902,951","322,677,739","153,631,925","192,182,493","183,591,608","58,270,649","19,167,497","8,125,522","1,694,374","1,143,221",36,9
981,National,2021/09/08,"73,677,024","254,562,499","1,281,283,800","350,144,212","309,111,553","151,649,192","194,167,126","186,717,095","59,224,452","19,299,939","8,089,248","1,714,831","1,166,152",36,9
982,National,2021/09/09,"74,961,171","253,278,352","1,287,535,326","358,593,091","311,916,667","150,998,295","192,504,163","185,125,051","58,712,175","18,963,325","7,897,915","1,684,144","1,140,500",36,9
983,National,2021/09/10,"71,876,233","256,363,290","1,359,827,817","373,208,356","329,918,721","160,362,370","203,282,040","193,214,859","61,608,330","22,644,903","11,955,686","2,341,462","1,291,090",36,9
984,National,2021/09/11,"73,251,492","254,988,031","1,212,139,242","331,918,433","294,436,201","143,792,128","179,833,556","166,943,712","56,776,880","24,226,586","11,179,065","1,883,305","1,149,376",36,9
985,National,2021/09/12,"76,957,809","251,281,714","1,096,745,957","311,080,151","263,340,695","127,202,844","160,111,200","147,849,418","49,823,706","22,001,793","11,824,223","2,213,320","1,298,607",37,9
986,National,2021/09/13,"73,560,777","254,678,746","1,346,989,486","391,517,511","328,407,691","156,659,257","196,721,422","185,988,982","58,564,325","18,727,794","7,586,295","1,658,217","1,157,992",37,9
987,National,2021/09/14,"75,508,909","252,730,614","1,227,248,946","329,064,839","292,940,850","146,629,699","188,940,912","183,245,967","58,217,758","18,300,090","7,280,339","1,563,712","1,064,780",37,9
988,National,2021/09/15,"70,944,087","257,295,436","1,409,797,950","402,835,296","347,489,656","165,851,491","206,945,262","195,081,550","61,192,327","19,595,667","7,923,607","1,699,045","1,184,049",37,9
989,National,2021/09/16,"73,502,381","254,737,142","1,333,676,458","382,962,084","319,951,087","154,707,379","197,674,655","189,677,206","59,733,932","18,711,819","7,476,370","1,621,678","1,160,248",37,9
990,National,2021/09/17,"72,398,450","255,841,073","1,395,219,256","386,791,033","338,197,481","164,713,547","208,222,675","197,412,552","62,762,196","22,370,349","11,269,462","2,227,078","1,252,883",37,9
991,National,2021/09/18,"73,667,351","254,572,172","1,241,540,541","343,443,299","301,353,197","147,458,571","183,911,804","170,304,620","57,750,913","23,895,346","10,520,739","1,788,378","1,113,674",37,9
992,National,2021/09/19,"78,451,115","249,788,408","1,060,527,404","296,256,410","252,004,694","124,079,764","157,479,209","145,515,756","49,011,711","21,439,076","11,392,319","2,119,678","1,228,787",38,9
993,National,2021/09/20,"75,529,390","252,710,133","1,311,868,704","375,662,626","316,526,921","153,916,982","194,890,465","184,391,216","58,031,552","18,383,114","7,362,726","1,599,491","1,103,611",38,9
994,National,2021/09/21,"75,944,718","252,294,805","1,289,162,253","355,763,001","307,149,759","153,033,025","196,461,136","188,577,291","59,364,783","18,680,049","7,425,517","1,596,432","1,111,260",38,9
995,National,2021/09/22,"76,340,328","251,899,195","1,258,248,206","330,234,232","302,212,113","152,547,975","196,103,535","188,462,536","59,903,214","18,759,361","7,391,258","1,577,352","1,056,630",38,9
996,National,2021/09/23,"75,482,129","252,757,394","1,353,527,295","392,101,121","324,117,380","157,351,315","200,540,675","190,955,922","59,776,748","18,606,928","7,387,442","1,579,737","1,110,027",38,9
997,National,2021/09/24,"74,275,950","253,963,573","1,357,620,203","370,438,258","325,567,025","161,652,923","206,082,174","195,536,931","62,135,563","21,939,169","10,928,462","2,146,720","1,192,978",38,9
998,National,2021/09/25,"76,701,438","251,538,085","1,226,445,891","333,966,794","294,566,468","146,924,418","184,775,494","171,219,123","58,024,339","23,785,315","10,356,676","1,750,308","1,076,956",38,9
999,National,2021/09/26,"80,131,657","248,107,866","1,054,169,609","294,346,184","249,142,203","123,966,738","157,519,746","144,716,195","48,742,900","21,267,380","11,227,882","2,066,898","1,173,483",39,9
1000,National,2021/09/27,"76,809,443","251,430,080","1,298,289,121","371,541,603","311,561,901","153,102,522","194,084,075","182,564,195","57,455,172","18,153,726","7,223,841","1,552,807","1,049,279",39,9
1001,National,2021/09/28,"77,027,283","251,212,240","1,288,778,246","342,870,466","311,566,706","157,023,207","201,094,426","190,007,808","59,007,746","17,853,018","6,886,893","1,475,886","992,090",39,9
1002,National,2021/09/29,"76,805,002","251,434,521","1,273,008,782","365,381,509","297,158,365","149,074,988","191,312,929","183,254,134","58,458,313","18,472,375","7,318,312","1,541,371","1,036,486",39,9
1003,National,2021/09/30,"76,709,400","251,530,123","1,281,140,899","353,376,684","305,830,960","152,223,548","195,443,787","186,428,922","58,958,099","18,757,208","7,474,273","1,574,638","1,072,780",39,9
1004,National,2021/10/01,"75,505,706","252,733,817","1,343,330,279","366,398,332","320,394,232","160,754,492","205,163,623","193,531,951","61,495,982","21,657,304","10,717,544","2,082,961","1,133,858",39,10
1005,National,2021/10/02,"77,411,144","250,828,379","1,204,614,513","327,882,493","287,737,811","145,035,706","182,610,505","168,237,375","57,015,491","23,310,641","10,082,924","1,685,705","1,015,862",39,10
1006,National,2021/10/03,"78,200,375","250,039,148","1,090,181,507","313,708,857","261,038,088","125,270,001","158,161,667","146,162,916","49,316,113","21,569,008","11,522,321","2,162,821","1,269,715",40,10
1007,National,2021/10/04,"75,103,989","253,135,534","1,345,661,827","396,742,286","327,042,994","155,002,467","195,245,521","184,743,771","58,243,791","18,447,579","7,427,848","1,628,014","1,137,556",40,10
1008,National,2021/10/05,"75,979,816","252,259,707","1,337,933,132","373,628,277","324,679,574","157,734,104","201,067,131","192,039,701","60,144,528","18,581,898","7,341,046","1,597,977","1,118,896",40,10
1009,National,2021/10/06,"76,003,262","252,236,261","1,313,258,739","372,433,458","314,163,951","153,276,301","195,737,848","188,366,440","60,084,775","18,921,669","7,539,365","1,621,260","1,113,672",40,10
1010,National,2021/10/07,"74,168,990","254,070,533","1,363,257,687","385,781,091","332,450,056","158,925,439","201,822,163","191,595,412","60,599,245","20,112,533","8,976,185","1,835,973","1,159,590",40,10
1011,National,2021/10/08,"73,472,054","254,767,469","1,362,849,145","394,252,500","326,318,707","157,494,716","200,020,509","191,088,033","60,630,595","20,430,227","9,463,614","1,946,581","1,203,663",40,10
1012,National,2021/10/09,"75,717,725","252,521,798","1,248,075,774","350,184,086","302,150,652","146,892,131","183,776,110","170,311,322","57,819,870","23,697,917","10,373,334","1,768,458","1,101,894",40,10
1013,National,2021/10/10,"78,120,584","250,118,939","1,205,378,308","339,589,507","286,325,633","139,981,354","180,881,528","172,110,188","55,302,873","19,452,870","8,829,712","1,780,840","1,123,803",41,10
1014,National,2021/10/11,"70,794,815","257,444,708","1,404,410,939","428,162,202","344,001,234","158,728,974","196,525,736","185,357,872","59,198,340","20,182,156","9,062,893","1,901,362","1,290,170",41,10
1015,National,2021/10/12,"73,940,541","254,298,982","1,283,692,457","373,703,263","307,852,454","147,692,017","187,225,417","178,237,077","57,454,304","19,634,304","8,856,383","1,848,577","1,188,661",41,10
1016,National,2021/10/13,"72,823,962","255,415,561","1,342,151,617","381,301,969","328,751,244","154,618,462","196,305,588","187,994,156","60,112,214","20,616,996","9,286,692","1,912,448","1,251,848",41,10
1017,National,2021/10/14,"72,956,244","255,283,279","1,407,293,350","416,440,331","344,019,385","160,375,719","202,152,135","192,669,793","60,791,653","19,611,142","8,256,192","1,756,017","1,220,983",41,10
1018,National,2021/10/15,"72,760,753","255,478,770","1,430,086,453","430,071,358","355,054,308","163,416,789","200,859,727","188,271,284","59,518,670","20,384,711","9,258,914","1,938,105","1,312,587",41,10
1019,National,2021/10/16,"73,903,774","254,335,749","1,291,261,193","371,529,614","315,489,668","149,883,602","185,947,378","172,222,106","58,462,073","24,095,806","10,639,594","1,827,204","1,164,148",41,10
1020,National,2021/10/17,"78,448,845","249,790,678","1,244,939,657","352,624,591","302,152,213","144,392,239","183,335,574","174,160,738","56,202,216","19,918,788","9,081,947","1,856,968","1,214,383",42,10
1021,National,2021/10/18,"72,582,849","255,656,674","1,419,036,153","432,565,689","348,521,350","160,318,491","199,105,092","188,157,398","59,608,403","19,489,101","8,221,945","1,784,045","1,264,639",42,10
1022,National,2021/10/19,"71,997,152","256,242,371","1,333,889,836","391,044,137","326,373,441","152,588,656","192,267,431","182,432,468","57,948,434","19,603,571","8,618,463","1,804,012","1,209,223",42,10
1023,National,2021/10/20,"72,872,882","255,366,641","1,378,992,391","406,956,040","335,432,631","157,322,202","197,916,729","188,202,640","60,233,283","20,612,517","9,154,923","1,889,254","1,272,172",42,10
1024,National,2021/10/21,"72,250,786","255,988,737","1,344,716,441","398,854,386","326,667,712","152,902,459","192,244,472","183,336,504","58,833,950","19,945,382","8,822,959","1,840,654","1,267,963",42,10
